matchup,game,competitor,run_id,preset,repetition,seat,points,pudding,outcome,opponents
21,2029,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,0,46,5,win,variable_2_4/repetition_1|random/repetition_1|fixed_4p/repetition_3
21,2029,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,40,0,loss,variable_encoder_2_4/repetition_3|random/repetition_1|fixed_4p/repetition_3
21,2029,random/repetition_1,random,random,1,2,24,3,loss,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|fixed_4p/repetition_3
21,2029,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,3,39,2,loss,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|random/repetition_1
21,2030,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,0,46,3,win,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|random/repetition_1
21,2030,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,1,44,2,loss,fixed_4p/repetition_3|variable_2_4/repetition_1|random/repetition_1
21,2030,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,43,1,loss,fixed_4p/repetition_3|variable_encoder_2_4/repetition_3|random/repetition_1
21,2030,random/repetition_1,random,random,1,3,21,1,loss,fixed_4p/repetition_3|variable_encoder_2_4/repetition_3|variable_2_4/repetition_1
21,2031,random/repetition_1,random,random,1,0,25,2,loss,fixed_4p/repetition_3|variable_encoder_2_4/repetition_3|variable_2_4/repetition_1
21,2031,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,1,43,1,win,random/repetition_1|variable_encoder_2_4/repetition_3|variable_2_4/repetition_1
21,2031,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,2,37,3,loss,random/repetition_1|fixed_4p/repetition_3|variable_2_4/repetition_1
21,2031,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,3,39,2,loss,random/repetition_1|fixed_4p/repetition_3|variable_encoder_2_4/repetition_3
21,2032,random/repetition_1,random,random,1,0,20,1,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_3|fixed_4p/repetition_3
21,2032,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,46,2,win,random/repetition_1|variable_encoder_2_4/repetition_3|fixed_4p/repetition_3
21,2032,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,2,45,4,loss,random/repetition_1|variable_2_4/repetition_1|fixed_4p/repetition_3
21,2032,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,3,40,3,loss,random/repetition_1|variable_2_4/repetition_1|variable_encoder_2_4/repetition_3
21,2033,random/repetition_1,random,random,1,0,28,3,loss,variable_2_4/repetition_1|fixed_4p/repetition_3|variable_encoder_2_4/repetition_3
21,2033,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,33,2,loss,random/repetition_1|fixed_4p/repetition_3|variable_encoder_2_4/repetition_3
21,2033,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,2,34,2,loss,random/repetition_1|variable_2_4/repetition_1|variable_encoder_2_4/repetition_3
21,2033,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,3,47,3,win,random/repetition_1|variable_2_4/repetition_1|fixed_4p/repetition_3
21,2034,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,0,46,2,win,variable_2_4/repetition_1|random/repetition_1|fixed_4p/repetition_3
21,2034,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,42,1,loss,variable_encoder_2_4/repetition_3|random/repetition_1|fixed_4p/repetition_3
21,2034,random/repetition_1,random,random,1,2,17,5,loss,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|fixed_4p/repetition_3
21,2034,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,3,43,2,loss,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|random/repetition_1
21,2035,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,0,41,1,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_3|random/repetition_1
21,2035,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,50,1,win,fixed_4p/repetition_3|variable_encoder_2_4/repetition_3|random/repetition_1
21,2035,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,2,46,3,loss,fixed_4p/repetition_3|variable_2_4/repetition_1|random/repetition_1
21,2035,random/repetition_1,random,random,1,3,19,1,loss,fixed_4p/repetition_3|variable_2_4/repetition_1|variable_encoder_2_4/repetition_3
21,2036,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,0,33,3,loss,random/repetition_1|variable_encoder_2_4/repetition_3|variable_2_4/repetition_1
21,2036,random/repetition_1,random,random,1,1,20,3,loss,fixed_4p/repetition_3|variable_encoder_2_4/repetition_3|variable_2_4/repetition_1
21,2036,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,2,50,3,win,fixed_4p/repetition_3|random/repetition_1|variable_2_4/repetition_1
21,2036,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,3,35,1,loss,fixed_4p/repetition_3|random/repetition_1|variable_encoder_2_4/repetition_3
21,2037,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,0,40,3,win,random/repetition_1|fixed_4p/repetition_3|variable_2_4/repetition_1
21,2037,random/repetition_1,random,random,1,1,18,2,loss,variable_encoder_2_4/repetition_3|fixed_4p/repetition_3|variable_2_4/repetition_1
21,2037,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,2,36,5,loss,variable_encoder_2_4/repetition_3|random/repetition_1|variable_2_4/repetition_1
21,2037,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,3,37,0,loss,variable_encoder_2_4/repetition_3|random/repetition_1|fixed_4p/repetition_3
21,2038,random/repetition_1,random,random,1,0,17,3,loss,variable_2_4/repetition_1|fixed_4p/repetition_3|variable_encoder_2_4/repetition_3
21,2038,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,49,3,loss,random/repetition_1|fixed_4p/repetition_3|variable_encoder_2_4/repetition_3
21,2038,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,2,50,0,win,random/repetition_1|variable_2_4/repetition_1|variable_encoder_2_4/repetition_3
21,2038,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,3,43,4,loss,random/repetition_1|variable_2_4/repetition_1|fixed_4p/repetition_3
21,2039,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,0,41,3,win,random/repetition_1|variable_2_4/repetition_1|fixed_4p/repetition_3
21,2039,random/repetition_1,random,random,1,1,23,2,loss,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|fixed_4p/repetition_3
21,2039,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,36,0,loss,variable_encoder_2_4/repetition_3|random/repetition_1|fixed_4p/repetition_3
21,2039,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,3,37,2,loss,variable_encoder_2_4/repetition_3|random/repetition_1|variable_2_4/repetition_1
21,2040,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,47,1,win,random/repetition_1|variable_encoder_2_4/repetition_3|fixed_4p/repetition_3
21,2040,random/repetition_1,random,random,1,1,30,2,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_3|fixed_4p/repetition_3
21,2040,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,2,44,3,loss,variable_2_4/repetition_1|random/repetition_1|fixed_4p/repetition_3
21,2040,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,3,30,0,loss,variable_2_4/repetition_1|random/repetition_1|variable_encoder_2_4/repetition_3
21,2041,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,0,35,0,loss,random/repetition_1|variable_encoder_2_4/repetition_3|variable_2_4/repetition_1
21,2041,random/repetition_1,random,random,1,1,28,1,loss,fixed_4p/repetition_3|variable_encoder_2_4/repetition_3|variable_2_4/repetition_1
21,2041,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,2,49,3,loss,fixed_4p/repetition_3|random/repetition_1|variable_2_4/repetition_1
21,2041,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,3,54,3,win,fixed_4p/repetition_3|random/repetition_1|variable_encoder_2_4/repetition_3
21,2042,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,0,47,3,tie,fixed_4p/repetition_3|random/repetition_1|variable_2_4/repetition_1
21,2042,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,1,41,1,loss,variable_encoder_2_4/repetition_3|random/repetition_1|variable_2_4/repetition_1
21,2042,random/repetition_1,random,random,1,2,21,3,loss,variable_encoder_2_4/repetition_3|fixed_4p/repetition_3|variable_2_4/repetition_1
21,2042,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,3,47,3,tie,variable_encoder_2_4/repetition_3|fixed_4p/repetition_3|random/repetition_1
21,2043,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,0,43,0,loss,variable_2_4/repetition_1|random/repetition_1|variable_encoder_2_4/repetition_3
21,2043,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,39,4,loss,fixed_4p/repetition_3|random/repetition_1|variable_encoder_2_4/repetition_3
21,2043,random/repetition_1,random,random,1,2,24,2,loss,fixed_4p/repetition_3|variable_2_4/repetition_1|variable_encoder_2_4/repetition_3
21,2043,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,3,44,2,win,fixed_4p/repetition_3|variable_2_4/repetition_1|random/repetition_1
21,2044,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,46,0,win,fixed_4p/repetition_3|variable_encoder_2_4/repetition_3|random/repetition_1
21,2044,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,1,35,2,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_3|random/repetition_1
21,2044,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,2,45,4,loss,variable_2_4/repetition_1|fixed_4p/repetition_3|random/repetition_1
21,2044,random/repetition_1,random,random,1,3,17,2,loss,variable_2_4/repetition_1|fixed_4p/repetition_3|variable_encoder_2_4/repetition_3
21,2045,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,0,44,4,win,fixed_4p/repetition_3|random/repetition_1|variable_2_4/repetition_1
21,2045,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,1,41,1,loss,variable_encoder_2_4/repetition_3|random/repetition_1|variable_2_4/repetition_1
21,2045,random/repetition_1,random,random,1,2,27,1,loss,variable_encoder_2_4/repetition_3|fixed_4p/repetition_3|variable_2_4/repetition_1
21,2045,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,3,36,3,loss,variable_encoder_2_4/repetition_3|fixed_4p/repetition_3|random/repetition_1
21,2046,random/repetition_1,random,random,1,0,19,0,loss,fixed_4p/repetition_3|variable_encoder_2_4/repetition_3|variable_2_4/repetition_1
21,2046,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,1,47,2,win,random/repetition_1|variable_encoder_2_4/repetition_3|variable_2_4/repetition_1
21,2046,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,2,45,4,loss,random/repetition_1|fixed_4p/repetition_3|variable_2_4/repetition_1
21,2046,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,3,30,3,loss,random/repetition_1|fixed_4p/repetition_3|variable_encoder_2_4/repetition_3
21,2047,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,36,1,loss,fixed_4p/repetition_3|variable_encoder_2_4/repetition_3|random/repetition_1
21,2047,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,1,48,4,win,variable_2_4/repetition_1|variable_encoder_2_4/repetition_3|random/repetition_1
21,2047,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,2,33,2,loss,variable_2_4/repetition_1|fixed_4p/repetition_3|random/repetition_1
21,2047,random/repetition_1,random,random,1,3,15,1,loss,variable_2_4/repetition_1|fixed_4p/repetition_3|variable_encoder_2_4/repetition_3
21,2048,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,0,42,3,win,fixed_4p/repetition_3|variable_2_4/repetition_1|random/repetition_1
21,2048,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,1,36,2,loss,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|random/repetition_1
21,2048,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,40,4,loss,variable_encoder_2_4/repetition_3|fixed_4p/repetition_3|random/repetition_1
21,2048,random/repetition_1,random,random,1,3,18,0,loss,variable_encoder_2_4/repetition_3|fixed_4p/repetition_3|variable_2_4/repetition_1
21,2049,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,37,1,loss,variable_encoder_2_4/repetition_3|fixed_4p/repetition_3|random/repetition_1
21,2049,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,1,46,4,win,variable_2_4/repetition_1|fixed_4p/repetition_3|random/repetition_1
21,2049,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,2,39,1,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_3|random/repetition_1
21,2049,random/repetition_1,random,random,1,3,24,1,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_3|fixed_4p/repetition_3
21,2050,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,0,47,4,win,random/repetition_1|variable_2_4/repetition_1|fixed_4p/repetition_3
21,2050,random/repetition_1,random,random,1,1,15,2,loss,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|fixed_4p/repetition_3
21,2050,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,42,1,loss,variable_encoder_2_4/repetition_3|random/repetition_1|fixed_4p/repetition_3
21,2050,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,3,39,2,loss,variable_encoder_2_4/repetition_3|random/repetition_1|variable_2_4/repetition_1
21,2051,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,0,44,2,loss,random/repetition_1|fixed_4p/repetition_3|variable_2_4/repetition_1
21,2051,random/repetition_1,random,random,1,1,14,2,loss,variable_encoder_2_4/repetition_3|fixed_4p/repetition_3|variable_2_4/repetition_1
21,2051,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,2,48,4,win,variable_encoder_2_4/repetition_3|random/repetition_1|variable_2_4/repetition_1
21,2051,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,3,34,2,loss,variable_encoder_2_4/repetition_3|random/repetition_1|fixed_4p/repetition_3
21,2052,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,0,45,2,win,variable_encoder_2_4/repetition_3|random/repetition_1|variable_2_4/repetition_1
21,2052,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,1,39,4,loss,fixed_4p/repetition_3|random/repetition_1|variable_2_4/repetition_1
21,2052,random/repetition_1,random,random,1,2,16,0,loss,fixed_4p/repetition_3|variable_encoder_2_4/repetition_3|variable_2_4/repetition_1
21,2052,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,3,36,4,loss,fixed_4p/repetition_3|variable_encoder_2_4/repetition_3|random/repetition_1
21,2053,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,0,44,4,win,variable_2_4/repetition_1|random/repetition_1|fixed_4p/repetition_3
21,2053,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,38,2,loss,variable_encoder_2_4/repetition_3|random/repetition_1|fixed_4p/repetition_3
21,2053,random/repetition_1,random,random,1,2,11,1,loss,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|fixed_4p/repetition_3
21,2053,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,3,42,1,loss,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|random/repetition_1
21,2054,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,0,48,3,tie,random/repetition_1|variable_encoder_2_4/repetition_3|variable_2_4/repetition_1
21,2054,random/repetition_1,random,random,1,1,18,0,loss,fixed_4p/repetition_3|variable_encoder_2_4/repetition_3|variable_2_4/repetition_1
21,2054,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,2,48,3,tie,fixed_4p/repetition_3|random/repetition_1|variable_2_4/repetition_1
21,2054,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,3,41,1,loss,fixed_4p/repetition_3|random/repetition_1|variable_encoder_2_4/repetition_3
21,2055,random/repetition_1,random,random,1,0,20,0,loss,variable_2_4/repetition_1|fixed_4p/repetition_3|variable_encoder_2_4/repetition_3
21,2055,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,40,3,loss,random/repetition_1|fixed_4p/repetition_3|variable_encoder_2_4/repetition_3
21,2055,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,2,44,2,loss,random/repetition_1|variable_2_4/repetition_1|variable_encoder_2_4/repetition_3
21,2055,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,3,45,3,win,random/repetition_1|variable_2_4/repetition_1|fixed_4p/repetition_3
21,2056,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,0,46,2,loss,variable_2_4/repetition_1|random/repetition_1|variable_encoder_2_4/repetition_3
21,2056,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,39,3,loss,fixed_4p/repetition_3|random/repetition_1|variable_encoder_2_4/repetition_3
21,2056,random/repetition_1,random,random,1,2,26,0,loss,fixed_4p/repetition_3|variable_2_4/repetition_1|variable_encoder_2_4/repetition_3
21,2056,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,3,49,4,win,fixed_4p/repetition_3|variable_2_4/repetition_1|random/repetition_1
21,2057,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,0,42,2,loss,random/repetition_1|variable_2_4/repetition_1|variable_encoder_2_4/repetition_3
21,2057,random/repetition_1,random,random,1,1,20,1,loss,fixed_4p/repetition_3|variable_2_4/repetition_1|variable_encoder_2_4/repetition_3
21,2057,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,42,2,loss,fixed_4p/repetition_3|random/repetition_1|variable_encoder_2_4/repetition_3
21,2057,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,3,45,4,win,fixed_4p/repetition_3|random/repetition_1|variable_2_4/repetition_1
21,2058,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,0,39,3,loss,variable_encoder_2_4/repetition_3|random/repetition_1|variable_2_4/repetition_1
21,2058,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,1,47,3,loss,fixed_4p/repetition_3|random/repetition_1|variable_2_4/repetition_1
21,2058,random/repetition_1,random,random,1,2,25,1,loss,fixed_4p/repetition_3|variable_encoder_2_4/repetition_3|variable_2_4/repetition_1
21,2058,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,3,50,2,win,fixed_4p/repetition_3|variable_encoder_2_4/repetition_3|random/repetition_1
21,2059,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,46,4,win,variable_encoder_2_4/repetition_3|random/repetition_1|fixed_4p/repetition_3
21,2059,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,1,41,1,loss,variable_2_4/repetition_1|random/repetition_1|fixed_4p/repetition_3
21,2059,random/repetition_1,random,random,1,2,19,1,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_3|fixed_4p/repetition_3
21,2059,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,3,45,2,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_3|random/repetition_1
21,2060,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,34,2,loss,random/repetition_1|variable_encoder_2_4/repetition_3|fixed_4p/repetition_3
21,2060,random/repetition_1,random,random,1,1,27,2,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_3|fixed_4p/repetition_3
21,2060,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,2,47,4,win,variable_2_4/repetition_1|random/repetition_1|fixed_4p/repetition_3
21,2060,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,3,37,2,loss,variable_2_4/repetition_1|random/repetition_1|variable_encoder_2_4/repetition_3
21,2061,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,0,49,1,win,variable_2_4/repetition_1|variable_encoder_2_4/repetition_3|random/repetition_1
21,2061,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,36,1,loss,fixed_4p/repetition_3|variable_encoder_2_4/repetition_3|random/repetition_1
21,2061,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,2,34,3,loss,fixed_4p/repetition_3|variable_2_4/repetition_1|random/repetition_1
21,2061,random/repetition_1,random,random,1,3,20,3,loss,fixed_4p/repetition_3|variable_2_4/repetition_1|variable_encoder_2_4/repetition_3
21,2062,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,0,44,1,loss,fixed_4p/repetition_3|variable_2_4/repetition_1|random/repetition_1
21,2062,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,1,45,2,win,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|random/repetition_1
21,2062,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,38,4,loss,variable_encoder_2_4/repetition_3|fixed_4p/repetition_3|random/repetition_1
21,2062,random/repetition_1,random,random,1,3,20,2,loss,variable_encoder_2_4/repetition_3|fixed_4p/repetition_3|variable_2_4/repetition_1
21,2063,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,0,46,4,win,fixed_4p/repetition_3|variable_2_4/repetition_1|random/repetition_1
21,2063,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,1,37,3,loss,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|random/repetition_1
21,2063,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,43,1,loss,variable_encoder_2_4/repetition_3|fixed_4p/repetition_3|random/repetition_1
21,2063,random/repetition_1,random,random,1,3,24,1,loss,variable_encoder_2_4/repetition_3|fixed_4p/repetition_3|variable_2_4/repetition_1
21,2064,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,0,41,3,tie,variable_2_4/repetition_1|random/repetition_1|variable_encoder_2_4/repetition_3
21,2064,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,33,3,loss,fixed_4p/repetition_3|random/repetition_1|variable_encoder_2_4/repetition_3
21,2064,random/repetition_1,random,random,1,2,29,0,loss,fixed_4p/repetition_3|variable_2_4/repetition_1|variable_encoder_2_4/repetition_3
21,2064,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,3,41,3,tie,fixed_4p/repetition_3|variable_2_4/repetition_1|random/repetition_1
21,2065,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,33,1,loss,random/repetition_1|variable_encoder_2_4/repetition_3|fixed_4p/repetition_3
21,2065,random/repetition_1,random,random,1,1,15,3,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_3|fixed_4p/repetition_3
21,2065,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,2,41,4,loss,variable_2_4/repetition_1|random/repetition_1|fixed_4p/repetition_3
21,2065,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,3,44,1,win,variable_2_4/repetition_1|random/repetition_1|variable_encoder_2_4/repetition_3
21,2066,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,0,39,2,loss,random/repetition_1|variable_encoder_2_4/repetition_3|variable_2_4/repetition_1
21,2066,random/repetition_1,random,random,1,1,26,3,loss,fixed_4p/repetition_3|variable_encoder_2_4/repetition_3|variable_2_4/repetition_1
21,2066,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,2,47,2,win,fixed_4p/repetition_3|random/repetition_1|variable_2_4/repetition_1
21,2066,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,3,31,1,loss,fixed_4p/repetition_3|random/repetition_1|variable_encoder_2_4/repetition_3
21,2067,variable_encoder_2_4/repetition_3,ff7c9e64890348edad17616988967f76,variable_encoder_2_4,3,0,39,2,loss,fixed_4p/repetition_3|variable_2_4/repetition_1|random/repetition_1
21,2067,fixed_4p/repetition_3,2ba4438df6cb4ff09780713b7eaa79ce,fixed_4p,3,1,46,2,win,variable_encoder_2_4/repetition_3|variable_2_4/repetition_1|random/repetition_1
